word;lvl;transcription;translation;class
birthday;a1;[ʹbɜ:θd(e)ı];день рождения;noun
biscuit;a2;[ʹbıskıt];печенье;noun
bishop;c1;[ʹbıʃəp];епископ;noun
bit;a2;[bıt];бит;noun
bite;b1;[baıt];укус;noun
bite;b1;[baıt];укусить;verb
bitter;b2;[ʹbıtə];горький;adjective
bizarre;c1;[bıʹzɑ:];странный;adjective
black;a1;[blæk];черный;adjective
black;a1;[blæk];черный цвет;noun
blade;c1;[bleıd];лезвие;noun
blame;b2;[bleım];вина;noun
blame;b2;[bleım];винить;verb
blank;a2;[blæŋk];пустой;adjective
blank;a2;[blæŋk];бланк;noun
blanket;b2;[ʹblæŋkıt];одеяло;noun
blast;c1;[blɑ:st];взрыв;noun
blast;c1;[blɑ:st];взорвать;verb
bleed;c1;[bli:d];кровоточить;verb
blend;c1;[blend];смесь;noun
blend;c1;[blend];сочетаться;verb
bless;c1;[bles];благословить;verb
blessing;c1;[ʹblesıŋ];благословение;noun
blind;b2;[blaınd];слепой;adjective
block;b1;[blɒk];блок;noun
block;b1;[blɒk];блокировать;verb
blog;a1;[blɔg];блог;noun
blonde;a1;[blɒnd];светлый;adjective
blood;a2;[blʌd];кровь;noun
blow;b2;[bləʋ];удар;noun
blow;a2;[bləʋ];дуть;verb
blue;a1;[blu:];синий;adjective
blue;a1;[blu:];синь;noun
board;a2;[bɔ:d];совет;noun
board;b1;[bɔ:d];сесть;verb
boast;c1;[bəʋst];похвастаться;verb
boat;a1;[bəʋt];лодка;noun
body;a1;[ʹbɒdı];тело;noun
boil;a2;[bɔıl];кипятить;verb
bold;b2;[bəʋld];смелый;adjective
bomb;b1;[bɒm];бомба;noun
bomb;b1;[bɒm];бомбить;verb
bombing;b2;[ʹbɒmıŋ];бомбардировка;noun
bond;b2;[bɒnd];облигация;noun
bone;a2;[bəʋn];кость;noun
bonus;c1;[ʹbəʋnəs];бонус;noun
book;a1;[bʋk];книга;noun
book;a2;[bʋk];забронировать;verb
booking;b2;[ʹbʋkıŋ];бронирование;noun
boom;c1;[bu:m];бум;noun
boost;b2;[bu:st];повышение;noun
boost;b2;[bu:st];повысить;verb
boot;a1;[bu:t];загрузка;noun
border;b1;[ʹbɔ:də];граница;noun
border;b2;[ʹbɔ:də];граничить;verb
bored;a1;[bɔ:d];скучный;adjective
boring;a1;[ʹbɔ:rıŋ];скучный;adjective
born;a1;[bɔ:n];родиться;verb
borrow;a2;[ʹbɒrəʋ];одолжить;verb
boss;a2;[bɒs];босс;noun
both;a1;[bəʋθ];как;determiner
both;a1;[bəʋθ];оба;pronoun
bother;b1;[ʹbɒðə];беспокоить;verb
bottle;a1;[ʹbɒtl];бутылка;noun
bottom;a2;[ʹbɒtəm];нижний;adjective
bottom;a2;[ʹbɒtəm];дно;noun
bounce;c1;[baʋns];отскакивать;verb
bound;b2;[baʋnd];связанный;adjective
boundary;c1;[ʹbaʋnd(ə)rı];граница;noun
bow;c1;[bəʋ];лук;noun
bow;c1;[bəʋ];кланяться;verb
bowl;a2;[bəʋl];чаша;noun
box;a1;[bɒks];коробка;noun
boy;a1;[bɔı];мальчик;noun
boyfriend;a1;[ʹbɔıfrend];парень;noun
brain;a2;[breın];мозг;noun
branch;b1;[brɑ:ntʃ];филиал;noun
brand;b1;[brænd];бренд;noun
brand;b1;[brænd];заклеймить;verb
brave;b1;[breıv];смелый;adjective
breach;c1;[bri:tʃ];нарушение;noun
breach;c1;[bri:tʃ];нарушать;verb
bread;a1;[bred];хлеб;noun
break;a1;[breık];перерыв;noun
break;a1;[breık];сломать;verb
breakdown;c1;[ʹbreıkdaʋn];разбивка;noun
breakfast;a1;[ʹbrekfəst];завтрак;noun
breakthrough;c1;[ʹbreıkθru:];прорыв;noun
breast;b2;[brest];грудь;noun
breath;b1;[breθ];дыхание;noun
breathe;b1;[bri:ð];дышать;verb
breathing;b1;[ʹbri:ðıŋ];дыхание;noun
breed;c1;[bri:d];порода;noun
breed;c1;[bri:d];размножаться;verb
brick;b2;[brık];кирпич;noun
bride;b1;[braıd];невеста;noun
bridge;a2;[brıdʒ];мост;noun
brief;b2;[bri:f];краткий;adjective
briefly;b2;[ʹbri:flı];кратко;adverb
bright;a2;[braıt];яркий;adjective
brilliant;a2;[ʹbrılıənt];блестящий;adjective
bring;a1;[brıŋ];принести;verb
broad;b2;[brɔ:d];широкий;adjective
broadband;c1;[ʹbrɔːdbænd];широкополосная связь;noun
broadcast;b2;[ʹbrɒdkɑ:st];трансляция;noun
broadcast;b2;[ʹbrɒdkɑ:st];транслироваться;verb
broadcaster;b2;[ʹbrɔ:d͵kɑ:stə];телекомпания;noun
broadly;b2;[ʹbrɔ:dlı];широко;adverb
broken;a2;[ʹbrəʋkən];разбитый;adjective
brother;a1;[ʹbrʌðə];брат;noun
brown;a1;[braʋn];коричневый;adjective
brown;a1;[braʋn];коричневый цвет;noun
browser;c1;[ʹbraʋzə];браузер;noun
brush;a2;[brʌʃ];кисть;noun
brush;a2;[brʌʃ];чистить;verb
brutal;c1;[ʹbru:tl];жестокий;adjective
bubble;b1;[ʹbʌb(ə)l];пузырь;noun
buck;c1;[bʌk];бак;noun
buddy;c1;[ʹbʌdı];приятель;noun
budget;b2;[ʹbʌdʒıt];бюджет;noun
buffer;c1;[ʹbʌfə];буфер;noun
bug;b2;[bʌg];ошибка;noun
build;a1;[bıld];построить;verb
building;a1;[ʹbıldıŋ];здание;noun
bulk;c1;[bʌlk];большая часть;noun
bullet;b2;[ʹbʋlıt];пуля;noun
bunch;b2;[bʌntl];куча;noun
burden;c1;[ʹbɜ:dn];бремя;noun
bureaucracy;c1;[͵bjʋ(ə)ʹrɒkrəsı];бюрократия;noun
burial;c1;[ʹberıəl];захоронение;noun
burn;b2;[bɜ:n];ожог;noun
burn;a2;[bɜ:n];сжечь;verb
burst;c1;[bɜ:st];лопнуть;verb
bury;b1;[ʹberı];похоронить;verb
bus;a1;[bʌs];автобус;noun
bush;b2;[bʋʃ];Буш;noun
business;a1;[ʹbıznıs];бизнес;noun
businessman;a2;[ʹbıznısmən];бизнесмен;noun
busy;a1;[ʹbızı];занятый;adjective
but;a1;[bʌt];но;conjunction
but;b2;[bʌt];кроме;preposition
butter;a1;[ʹbʌtə];масло;noun
button;a2;[ʹbʌtn];кнопка;noun
buy;a1;[baı];купить;verb
by;b1;[baı];путем;adverb
by;a1;[baı];на;preposition
bye;a1;[baı];пока;exclamation
cabin;b2;[ʹkæbın];кабина;noun
cabinet;c1;[ʹkæb(ı)nıt];кабинет;noun
cable;b2;[ʹkeıb(ə)l];кабель;noun
cafe;a1;['kæfei];кафе;noun
cake;a1;[keık];торт;noun
calculate;b2;[ʹkælkjʋleıt];рассчитать;verb
calculation;c1;[͵kælkjʋʹleıʃ(ə)n];расчет;noun
call;a1;[kɔ:l];призыв;noun
call;a1;[kɔ:l];называть;verb
calm;b1;[kɑ:m];спокойный;adjective
calm;b1;[kɑ:m];спокойствие;noun
calm;b1;[kɑ:m];успокоить;verb
camera;a1;[ʹkæm(ə)rə];камера;noun
camp;a2;[kæmp];лагерь;noun
camp;a2;[kæmp];разбивать лагерь;verb
campaign;b1;[kæmʹpeın];кампания;noun
campaign;b1;[kæmʹpeın];агитировать;verb
camping;a2;[ʹkæmpıŋ];кемпинг;noun
campus;b1;[ʹkæmpəs];кампус;noun
can;a2;[kæn];банка;noun
can;a1;[kæn];мочь;modal verb
canal;b2;[kəʹnæl];канал;noun
cancel;b2;[ʹkæns(ə)l];отменить;verb
cancer;b2;[ʹkænsə];рак;noun
candidate;b1;[ʹkændıdət];кандидат;noun
candle;b2;[ʹkændl];свеча;noun
cannot;a1;[ʹkænɒt];не мочь;modal verb
canvas;c1;[ʹkænvəs];холст;noun
cap;b1;[kæp];шапка;noun
capability;c1;[͵keıpəʹbılıtı];возможность;noun
capable;b2;[ʹkeıpəb(ə)l];способный;adjective
capacity;b2;[kəʹpæsıtı];потенциал;noun
capital;a1;[ʹkæpıtl];капитальный;adjective
capital;a1;[ʹkæpıtl];столица;noun
capitalism;c1;[ʹkæpıtlız(ə)m];капитализм;noun
capitalist;c1;[ʹkæpıtlıst];капиталистический;adjective
captain;b1;[ʹkæptın];капитан;noun
capture;b2;[ʹkæptʃə];захват;noun
capture;b2;[ʹkæptʃə];захватить;verb
car;a1;[kɑ:];автомобиль;noun
carbon;b2;[ʹkɑ:bən];углерод;noun
card;a1;[kɑ:d];карта;noun
care;a2;[keə];помощь;noun
care;a2;[keə];заботиться;verb
career;a1;[kəʹrıə];карьера;noun
careful;a2;[ʹkeəf(ə)l];осторожный;adjective
carefully;a2;[ʹkeəf(ə)lı];тщательно;adverb
careless;b1;[ʹkeəlıs];неосторожный;adjective
cargo;c1;[ʹkɑ:gəʋ];груз;noun
carpet;a2;[ʹkɑ:pıt];ковер;noun
carriage;c1;[ʹkærıdʒ];перевозка;noun
carrot;a1;[ʹkærət];морковь;noun
carry;a1;[ʹkærı];нести;verb
cartoon;a2;[kɑ:ʹtu:n];мультфильм;noun
carve;c1;[kɑ:v];вырезать;verb
case;a2;[keıs];случай;noun
cash;a2;[kæʃ];наличные;noun
casino;c1;[kəʹsi:nəʋ];казино;noun
cast;b2;[kɑ:st];актерский состав;noun
cast;b2;[kɑ:st];бросить;verb
castle;a2;[ʹkɑ:s(ə)l];замок;noun
casual;b2;[ʹkæʒʋəl];случайный;adjective
casualty;c1;[ʹkæʒʋəltı];жертва;noun
cat;a1;[kæt];кошка;noun
catalogue;c1;[ʹkætəlɒg];каталог;noun
catch;b2;[kætʃ];улов;noun
catch;a2;[kætʃ];поймать;verb
category;b1;[ʹkætıg(ə)rı];категория;noun
cater;c1;[ʹkeıtə];обслуживать;verb
cattle;c1;[ʹkætl];скот;noun
cause;a2;[kɔ:z];причина;noun
cause;a2;[kɔ:z];вызывать;verb
caution;c1;[ʹkɔ:ʃ(ə)n];осторожность;noun
cautious;c1;[ʹkɔ:ʃəs];осторожный;adjective
cave;b2;[keıv];пещера;noun
cd;a1;[,si:'di:];компакт-диск;noun
cease;c1;[si:s];прекратить;verb
ceiling;b1;[ʹsi:lıŋ];потолок;noun
celebrate;a2;[ʹselıbreıt];праздновать;verb
celebration;b1;[͵selıʹbreıʃ(ə)n];празднование;noun
celebrity;a2;[sıʹlebrıtı];знаменитость;noun
cell;b2;[sel];клетка;noun
cemetery;c1;[ʹsemıtrı];кладбище;noun
cent;a1;[sent];цент;noun
central;b1;[ʹsentrəl];центральный;adjective
centre;a1;[ʹsentə];центр;noun
centre;b1;[ʹsentə];центрировать;verb
century;a1;[ʹsentʃərı];век;noun
ceremony;b1;[ʹserımənı];церемония;noun
certain;a2;[ʹsɜ:tn];определенный;adjective
certainly;a2;[ʹsɜ:tnlı];безусловно;adverb
certainty;b2;[ʹsɜ:tntı];уверенность;noun
certificate;b2;[səʹtıfıkət];сертификат;noun
chain;b1;[tʃeın];цепочка;noun
chain;b2;[tʃeın];приковать;verb
chair;a1;[tʃeə];председатель;noun
chair;b2;[tʃeə];председательствовать;verb
chairman;b2;[ʹtʃeəmən];председатель;noun
challenge;b1;[ʹtʃælındʒ];вызов;noun
challenge;b2;[ʹtʃælındʒ];оспорить;verb
challenging;b2;[ʹtʃælındʒıŋ];сложный;adjective
chamber;c1;[ʹtʃeımbə];палата;noun
champion;b1;[ʹtʃæmpıən];чемпион;noun
championship;b2;[ʹtʃæmpıənʃıp];чемпионат;noun
chance;a2;[tʃɑ:ns];шанс;noun
change;a1;[tʃeındʒ];изменение;noun
change;a1;[tʃeındʒ];изменить;verb
channel;b1;[ʹtʃænl];канал;noun
chaos;c1;[ʹkeıɒs];хаос;noun
chapter;b1;[ʹtʃæptə];глава;noun
character;a2;[ʹkærıktə];характер;noun
characteristic;b2;[͵kærıktəʹrıstık];характерный;adjective
characteristic;b2;[͵kærıktəʹrıstık];характеристика;noun
characterize;c1;[ʹkærıktəraız];характеризовать;verb
charge;b1;[tʃɑ:dʒ];заряд;noun
charge;b1;[tʃɑ:dʒ];взимать;verb
charity;a2;[ʹtʃærıtı];благотворительность;noun
charm;c1;[tʃɑ:m];очарование;noun
charming;b2;[ʹtʃɑ:mıŋ];очаровательный;adjective
chart;a1;[tʃɑ:t];график;noun
chart;b2;[tʃɑ:t];наметить;verb
charter;c1;[ʹtʃɑ:tə];хартия;noun
chase;b2;[tʃeıs];погоня;noun
chase;b2;[tʃeıs];преследовать;verb
chat;a2;[tʃæt];чат;noun
chat;a2;[tʃæt];общаться;verb
cheap;a1;[tʃi:p];дешевый;adjective
cheap;b1;[tʃi:p];дешево;adverb
cheat;b1;[tʃi:t];обман;noun
cheat;b1;[tʃi:t];обмануть;verb
check;a2;[tʃek];проверка;noun
check;a1;[tʃek];проверить;verb
cheek;b2;[tʃi:k];щека;noun
cheer;b2;[tʃıə];радость;noun
cheer;b2;[tʃıə];подбодрить;verb
cheerful;b1;[ʹtʃıəf(ə)l];веселый;adjective
cheese;a1;[tʃi:z];сыр;noun
chef;a2;[ʃef];шеф-повар;noun
chemical;b1;[ʹkemık(ə)l];химический;adjective
chemical;b1;[ʹkemık(ə)l];химикат;noun
chemistry;a2;[ʹkemıstrı];химия;noun
chest;b1;[tʃest];грудь;noun
chicken;a1;[ʹtʃıkın];курица;noun
chief;b2;[tʃi:f];главный;adjective
chief;b2;[tʃi:f];начальник;noun
child;a1;[tʃaıld];ребенок;noun
childhood;b1;[ʹtʃaıldhʋd];детство;noun
chip;a2;[tʃıp];чип;noun
chocolate;a1;[ʹtʃɒklıt];шоколад;noun
choice;a2;[tʃɔıs];выбор;noun
choir;b2;[ʹkwaıə];хор;noun
choose;a1;[tʃu:z];выбрать;verb
chop;b2;[tʃɒp];рубить;verb
chronic;c1;[ʹkrɒnık];хронический;adjective
chunk;c1;[tʃʌnk];кусок;noun
church;a2;[tʃɜ:tʃ];церковь;noun
cigarette;a2;[͵sıgəʹret];сигарета;noun
cinema;a1;[ʹsınımə];кино;noun
circle;a2;[ʹsɜ:k(ə)l];круг;noun
circle;a2;[ʹsɜ:k(ə)l];кружить;verb
circuit;b2;[ʹsɜ:kıt];схема;noun
circulate;c1;[ʹsɜ:kjʋleıt];циркулировать;verb
circulation;c1;[͵sɜ:kjʋʹleıʃ(ə)n];кровообращение;noun
circumstance;b2;[ʹsɜ:kəmstæns];обстоятельство;noun
cite;b2;[saıt];привести;verb
citizen;b2;[ʹsıtız(ə)n];гражданин;noun
citizenship;c1;[ʹsıtız(ə)nʃıp];гражданство;noun
city;a1;[ʹsıtı];город;noun
civic;c1;[ʹsıvık];гражданский;adjective
civil;b2;[ʹsıv(ə)l];гражданский;adjective
civilian;c1;[sıʹvılıən];гражданский;adjective
civilian;c1;[sıʹvılıən];гражданское лицо;noun
civilization;b2;[͵sıv(ə)laıʹzeıʃ(ə)n];цивилизация;noun
claim;b1;[kleım];претензия;noun
claim;b1;[kleım];утверждать;verb
clarify;b2;[ʹklærıfaı];уточнить;verb
clarity;c1;[ʹklærıtı];ясность;noun
clash;c1;[klæʃ];столкновение;noun
class;a1;[klɑ:s];класс;noun
classic;b2;[ʹklæsık];классический;adjective
classic;b2;[ʹklæsık];классика;noun
classical;a2;[ʹklæsık(ə)l];классический;adjective
classification;c1;[͵klæsıfıʹkeıʃ(ə)n];классификация;noun
classify;b2;[ʹklæsıfaı];классифицировать;verb
classroom;a1;[ʹklɑ:srʋm];класс;noun
clause;b1;[klɔ:z];пункт;noun
clean;a1;[kli:n];чистый;adjective
clean;a1;[kli:n];очистить;verb
cleaning;unknown;[ʹkli:nıŋ];очистка;noun
clear;a2;[klıə];четкий;adjective
clear;b1;[klıə];очистить;verb
clearly;a2;[ʹklıəlı];четко;adverb
clerk;b2;[klɑ:k];клерк;noun
clever;a2;[ʹklevə];умный;adjective
click;b1;[klık];клик;noun
click;b1;[klık];щелкнуть;verb
client;b1;[ʹklaıənt];клиент;noun
cliff;b2;[klıf];скала;noun
climate;a2;[ʹklaımıt];климат;noun
climb;b1;[klaım];подъем;noun
climb;a1;[klaım];подняться;verb
cling;c1;[klıŋ];цепляться;verb
clinic;b2;[ʹklınık];клиника;noun
clinical;c1;[ʹklınık(ə)l];клинический;adjective
clip;b2;[klıp];клип;noun
clock;a1;[klɒk];часы;noun
close;a2;[kləʋs];близкий;adjective
close;b1;[kləʋs];близко;adverb
close;b2;[kləʋs];закрытие;noun
close;a1;[kləʋs];закрыть;verb
closed;a2;[kləʋzd];закрытый;adjective
closely;b2;[ʹkləʋslı];тесно;adverb
closure;c1;[ʹkləʋʒə];закрытие;noun
cloth;b1;[klɒθ];ткань;noun
clothes;a1;[kləʋ(ð)z];одежда;noun
clothing;a2;[ʹkləʋðıŋ];одежда;noun
cloud;a2;[klaʋd];облако;noun
club;a1;[klʌb];клуб;noun
clue;b1;[klu:];подсказка;noun
cluster;c1;[ʹklʌstə];кластер;noun
coach;a2;[kəʋtʃ];тренер;noun
coach;b1;[kəʋtʃ];тренировать;verb
coal;b1;[kəʋl];уголь;noun
coalition;c1;[͵kəʋəʹlıʃ(ə)n];коалиция;noun
coast;a2;[kəʋst];побережье;noun
coastal;c1;[ʹkəʋstl];прибрежный;adjective
coat;a1;[kəʋt];пальто;noun
cocktail;c1;[ʹkɒkteıl];коктейль;noun
code;a2;[kəʋd];кодекс;noun
coffee;a1;[ʹkɒfı];кофе;noun
cognitive;c1;[ʹkɒgnıtıv];когнитивный;adjective
coin;b1;[kɔın];монета;noun
coincide;c1;[͵kəʋınʹsaıd];совпадать;verb
coincidence;b2;[kəʋʹınsıd(ə)ns];совпадение;noun
cold;a1;[kəʋld];холодный;adjective
cold;a1;[kəʋld];холод;noun
collaborate;c1;[kəʹlæbəreıt];сотрудничать;verb
collaboration;c1;[kə͵læbəʹreıʃ(ə)n];сотрудничество;noun
collapse;b2;[kəʹlæps];крах;noun
collapse;b2;[kəʹlæps];рухнуть;verb
colleague;a2;[ʹkɒli:g];коллега;noun
collect;a2;[kəʹlekt];собирать;verb
collection;b1;[kəʹlekʃ(ə)n];коллекция;noun
collective;c1;[kəʹlektıv];коллективный;adjective
collector;b2;[kəʹlektə];коллекционер;noun
college;a1;[ʹkɒlıdʒ];колледж;noun
collision;c1;[kəʹlıʒ(ə)n];столкновение;noun
colonial;c1;[kəʹləʋnıəl];колониальный;adjective
colony;b2;[ʹkɒlənı];колония;noun
colour;a1;[ʹkʌlə];цвет;noun
coloured;b1;[ʹkʌləd];цветной;adjective
colourful;b2;[ʹkʌləf(ə)l];красочный;adjective
column;a2;[ʹkɒləm];колонка;noun
columnist;c1;[ʹkɒləm(n)ıst];обозреватель;noun
combat;c1;[ʹkɒmbæt];бой;noun
combat;c1;[ʹkɒmbæt];бороться с;verb
combination;b2;[͵kɒmbıʹneıʃ(ə)n];сочетание;noun
combine;b1;[ʹkɒmbaın];объединить;verb
come;a1;[kʌm];прийти;verb
comedy;a2;[ʹkɒmədı];комедия;noun
