word;lvl;transcription;class
industrial;b2;[ınʹdʌstrıəl];adjective
industry;a2;[ʹındəstrı];noun
inequality;c1;[͵ınıʹkwɒlıtı];noun
inevitable;b2;[ıʹnevıtəb(ə)l];adjective
inevitably;b2;[ıʹnevıtəblı];adverb
infamous;c1;[ʹınfəməs];adjective
infant;c1;[ʹınfənt];noun
infect;c1;[ınʹfekt];verb
infection;b2;[ınʹfekʃ(ə)n];noun
infer;b2;[ınʹfɜ:];verb
inflation;b2;[ınʹfleıʃ(ə)n];noun
inflict;c1;[ınʹflıkt];verb
influence;b1;[ʹınflʋəns];noun
influence;b1;[ʹınflʋəns];verb
influential;c1;[͵ınflʋʹenʃ(ə)l];adjective
info;b2;[ʹınfəʋ];noun
inform;b2;[ınʹfɔ:m];verb
informal;a2;[ınʹfɔ:m(ə)l];adjective
information;a1;[͵ınfəʹmeıʃ(ə)n];noun
infrastructure;b2;[ʹınfrə͵strʌktʃə];noun
ingredient;b1;[ınʹgri:dıənt];noun
inhabitant;b2;[ınʹhæbıt(ə)nt];noun
inherent;c1;[ınʹhı(ə)rənt];adjective
inherit;b2;[ınʹherıt];verb
inhibit;c1;[ınʹhıbıt];verb
initial;b2;[ıʹnıʃ(ə)l];adjective
initially;b2;[ıʹnıʃ(ə)lı];adverb
initiate;c1;[ıʹnıʃııt];verb
initiative;b2;[ıʹnıʃətıv];noun
inject;c1;[ınʹdʒekt];verb
injection;c1;[ınʹdʒekʃ(ə)n];noun
injure;b1;[ʹındʒə];verb
injured;b1;[ʹındʒəd];adjective
injury;a2;[ʹındʒərı];noun
injustice;c1;[ınʹdʒʌstıs];noun
ink;b2;[ıŋk];noun
inmate;c1;[ʹınmeıt];noun
inner;b2;[ʹınə];adjective
innocent;b1;[ʹınəs(ə)nt];adjective
innovation;b2;[͵ınəʹveıʃ(ə)n];noun
innovative;b2;[ʹınəveıtıv];adjective
input;b2;[ʹınpʋt];noun
inquiry;b2;[ınʹkwaı(ə)rı];noun
insect;a2;[ʹınsekt];noun
insert;b2;[ʹınsɜ:t];verb
insertion;c1;[͵ınʹsɜ:ʃ(ə)n];noun
inside;a2;[ınʹsaıd];adjective
inside;a2;[ınʹsaıd];adverb
inside;a2;[ınʹsaıd];noun
inside;a2;[ınʹsaıd];preposition
insider;c1;[ınʹsaıdə];noun
insight;b2;[ʹınsaıt];noun
insist;b2;[ınʹsıst];verb
inspect;c1;[ınʹspekt];verb
inspection;c1;[ınʹspekʃ(ə)n];noun
inspector;b2;[ınʹspektə];noun
inspiration;c1;[͵ınspıʹreıʃ(ə)n];noun
inspire;b2;[ınʹspaıə];verb
install;b2;[ınʹstɔ:l];verb
installation;b2;[͵ınstəʹleıʃ(ə)n];noun
instance;b2;[ʹınstəns];noun
instant;b2;[ʹınstənt];adjective
instantly;b2;[ʹınstəntlı];adverb
instead;a2;[ınʹsted];adverb
instinct;c1;[ʹınstıŋkt];noun
institute;b2;[ʹınstıtju:t];noun
institution;b2;[͵ınstıʹtju:ʃ(ə)n];noun
institutional;c1;[͵ınstıʹtju:ʃ(ə)nəl];adjective
instruct;c1;[ınʹstrʌkt];verb
instruction;a2;[ınʹstrʌkʃ(ə)n];noun
instructor;a2;[ınʹstrʌktə];noun
instrument;a2;[ʹınstrəmənt];noun
instrumental;c1;[͵ınstrəʹment(ə)l];adjective
insufficient;c1;[͵ınsəʹfıʃ(ə)nt];adjective
insult;c1;[ʹınsʌlt];noun
insult;c1;[ʹınsʌlt];verb
insurance;b2;[ınʹʃʋ(ə)rəns];noun
intact;c1;[ınʹtækt];adjective
intake;c1;[ʹınteık];noun
integral;c1;[ʹıntıgrəl];adjective
integrate;b2;[ʹıntıgrıt];verb
integrated;c1;[ʹıntıgreıtıd];adjective
integration;c1;[͵ıntıʹgreıʃ(ə)n];noun
integrity;c1;[ınʹtegrıtı];noun
intellectual;b2;[͵ıntıʹlektʃʋəl];adjective
intellectual;c1;[͵ıntıʹlektʃʋəl];noun
intelligence;b1;[ınʹtelıdʒ(ə)ns];noun
intelligent;a2;[ınʹtelıdʒ(ə)nt];adjective
intend;b1;[ınʹtend];verb
intended;b2;[ınʹtendıd];adjective
intense;b2;[ınʹtens];adjective
intensify;c1;[ınʹtensıfaı];verb
intensity;c1;[ınʹtensıtı];noun
intensive;c1;[ınʹtensıv];adjective
intent;c1;[ınʹtent];noun
intention;b1;[ınʹtenʃ(ə)n];noun
interact;b2;[ʹıntərækt];verb
interaction;b2;[͵ıntəʹrækʃ(ə)n];noun
interactive;c1;[͵ıntəʹræktıv];adjective
interest;a1;[ʹıntrıst];noun
interest;a1;[ʹıntrıst];verb
interested;a1;[ʹıntrıstıd];adjective
interesting;a1;[ʹıntrıstıŋ];adjective
interface;c1;[ʹıntəfeıs];noun
interfere;c1;[͵ıntəʹfıə];verb
interference;c1;[͵ıntəʹfı(ə)rəns];noun
interim;c1;[ʹıntərım];adjective
interior;c1;[ınʹtı(ə)rıə];adjective
interior;c1;[ınʹtı(ə)rıə];noun
intermediate;c1;[͵ıntəʹmi:dıət];adjective
internal;b2;[ınʹtɜ:nl];adjective
international;a2;[͵ıntəʹnæʃ(ə)nəl];adjective
internet;a1;['intənet];noun
interpret;b2;[ınʹtɜ:prıt];verb
interpretation;b2;[ın͵tɜ:prıʹteıʃ(ə)n];noun
interrupt;b2;[͵ıntəʹrʌpt];verb
interval;b2;[ʹıntəv(ə)l];noun
intervene;c1;[͵ıntəʹvi:n];verb
intervention;c1;[͵ıntəʹvenʃ(ə)n];noun
interview;a1;[ʹıntəvju:];noun
interview;a1;[ʹıntəvju:];verb
intimate;c1;[ʹıntımıt];adjective
into;a1;[ʹıntu:];preposition
intriguing;c1;[ınʹtri:gıŋ];adjective
introduce;a1;[͵ıntrəʹdju:s];verb
introduction;a2;[͵ıntrəʹdʌkʃ(ə)n];noun
invade;b2;[ınʹveıd];verb
invasion;b2;[ınʹveıʒ(ə)n];noun
invent;a2;[ınʹvent];verb
invention;a2;[ınʹvenʃ(ə)n];noun
invest;b1;[ınʹvest];verb
investigate;b1;[ınʹvestıgeıt];verb
investigation;b2;[ın͵vestıʹgeıʃ(ə)n];noun
investigator;c1;[ınʹvestıgeıtə];noun
investment;b2;[ınʹvestmənt];noun
investor;b2;[ınʹvestə];noun
invisible;c1;[ınʹvızəb(ə)l];adjective
invitation;a2;[͵ınvıʹteıʃ(ə)n];noun
invite;a2;[ʹınvaıt];verb
invoke;c1;[ınʹvəʋk];verb
involve;a2;[ınʹvɒlv];verb
involved;b1;[ınʹvɒlvd];adjective
involvement;c1;[ınʹvɒlvmənt];noun
iron;b1;[ʹaıən];noun
iron;b1;[ʹaıən];verb
ironic;c1;[ai'rɔnik(əl)];adjective
ironically;c1;[aıʹrɒnık(ə)lı];adverb
irony;c1;[ʹaı(ə)rənı];noun
irrelevant;c1;[ıʹrelıv(ə)nt];adjective
island;a1;[ʹaılənd];noun
isolate;b2;[ʹaısəleıt];verb
isolated;b2;[ʹaısəleıtıd];adjective
isolation;c1;[͵aısəʹleıʃ(ə)n];noun
issue;b1;[ʹıʃu:];noun
issue;b2;[ʹıʃu:];verb
it;b1;[ıt];noun
it;a1;[ıt];pronoun
item;a2;[ʹaıtəm];noun
its;a1;[ıts];determiner
itself;a2;[ıtʹself];pronoun
jacket;a1;[ʹdʒækıt];noun
jail;b2;[dʒeıl];noun
jail;b2;[dʒeıl];verb
jam;a2;[dʒæm];noun
january;a1;[ʹdʒænjʋ(ə)rı];noun
jazz;a2;[dʒæz];noun
jeans;a1;[dʒi:nz];noun
jet;b2;[dʒet];noun
jewellery;a2;[ʹdʒu:əlrı];noun
job;a1;[dʒɒb];noun
join;a1;[dʒɔın];verb
joint;b2;[dʒɔınt];adjective
joint;b2;[dʒɔınt];noun
joke;a2;[dʒəʋk];noun
joke;a2;[dʒəʋk];verb
journal;b1;[ʹdʒɜ:n(ə)l];noun
journalism;b2;[ʹdʒɜ:n(ə)lız(ə)m];noun
journalist;a2;[ʹdʒɜ:n(ə)lıst];noun
journey;a1;[ʹdʒɜ:nı];noun
joy;b2;[dʒɔı];noun
judge;b1;[dʒʌdʒ];noun
judge;b1;[dʒʌdʒ];verb
judgement;b2;[ʹdʒʌdʒmənt];noun
judicial;c1;[dʒu:ʹdıʃ(ə)l];adjective
juice;a1;[dʒu:s];noun
july;a1;[dʒʋʹlaı];noun
jump;a2;[dʒʌmp];noun
jump;a2;[dʒʌmp];verb
junction;c1;[ʹdʒʌŋkʃ(ə)n];noun
june;a1;[dʒu:n];noun
junior;b2;[ʹdʒu:nıə];adjective
jurisdiction;c1;[͵dʒʋ(ə)rısʹdıkʃ(ə)n];noun
jury;b2;[ʹdʒʋ(ə)rı];noun
just;c1;[dʒʌst];adjective
just;a1;[dʒʌst];adverb
justice;b2;[ʹdʒʌstıs];noun
justification;c1;[͵dʒʌstıfıʹkeıʃ(ə)n];noun
justify;b2;[ʹdʒʌstıfaı];verb
keen;b1;[ki:n];adjective
keep;a1;[ki:p];verb
key;a1;[ki:];adjective
key;a1;[ki:];noun
key;b1;[ki:];verb
keyboard;b1;[ʹki:bɔ:d];noun
kick;b1;[kık];noun
kick;b1;[kık];verb
kid;a2;[kıd];noun
kidnap;c1;[ʹkıdnæp];verb
kidney;c1;[ʹkıdnı];noun
kill;a2;[kıl];verb
killing;b1;[ʹkılıŋ];noun
kilometre;a1;[ʹkılə͵mi:tə];noun
kind;b1;[kaınd];adjective
kind;a1;[kaınd];noun
king;a2;[kıŋ];noun
kingdom;c1;[ʹkıŋdəm];noun
kiss;b1;[kıs];noun
kiss;b1;[kıs];verb
kit;b2;[kıt];noun
kitchen;a1;[ʹkıtʃın];noun
knee;a2;[ni:];noun
knife;a2;[naıf];noun
knock;b1;[nɒk];noun
knock;a2;[nɒk];verb
know;a1;[nəʋ];verb
knowledge;a2;[ʹnɒlıdʒ];noun
lab;a2;[læb];noun
label;b1;[ʹleıb(ə)l];noun
label;b1;[ʹleıb(ə)l];verb
laboratory;b1;[ləʹbɒrətrı];noun
labour;b2;[ʹleıbə];noun
lack;b1;[læk];noun
lack;b1;[læk];verb
lad;c1;[læd];noun
ladder;b2;[ʹlædə];noun
lady;a2;[ʹleıdı];noun
lake;a2;[leık];noun
lamp;a2;[læmp];noun
land;a1;[lænd];noun
land;a2;[lænd];verb
landing;b2;[ʹlændıŋ];noun
landlord;c1;[ʹlændlɔ:d];noun
landmark;c1;[ʹlændmɑ:k];noun
landscape;b2;[ʹlændskeıp];noun
lane;b2;[leın];noun
language;a1;[ʹlæŋgwıdʒ];noun
lap;c1;[læp];noun
laptop;a2;['læptɔp];noun
large;a1;[lɑ:dʒ];adjective
large-scale;c1;[lɑ:dʒ]-[skeıl];adjective
largely;b2;[ʹlɑ:dʒlı];adverb
laser;c1;[ʹleızə];noun
last;a2;[lɑ:st];adverb
last;a1;[lɑ:st];determiner
last;a2;[lɑ:st];noun
last;a2;[lɑ:st];verb
late;a1;[leıt];adjective
late;a1;[leıt];adverb
lately;b2;[ʹleıtlı];adverb
later;a2;[ʹleıtə];adjective
later;a1;[ʹleıtə];adverb
latest;b1;[ʹleıtıst];adjective
latest;b2;[ʹleıtıst];noun
latter;c1;[ʹlætə];adjective
latter;c1;[ʹlætə];noun
laugh;a1;[lɑ:f];noun
laugh;a1;[lɑ:f];verb
laughter;a2;[ʹlɑ:ftə];noun
launch;b2;[lɔ:ntʃ];noun
launch;b2;[lɔ:ntʃ];verb
law;a2;[lɔ:];noun
lawn;c1;[lɔ:n];noun
lawsuit;c1;[ʹlɔ:sju:t];noun
lawyer;a2;[ʹlɔ:jə];noun
lay;b1;[leı];verb
layer;b1;[ʹleıə];noun
layout;c1;[ʹleıaʋt];noun
lazy;a2;[ʹleızı];adjective
lead;b1;[led];noun
lead;a2;[led];verb
leader;a2;[ʹli:də];noun
leadership;b2;[ʹli:dəʃıp];noun
leading;b1;[ʹledıŋ];adjective
leaf;b1;[li:f];noun
leaflet;b2;[ʹli:flıt];noun
league;b2;[li:g];noun
leak;c1;[li:k];noun
leak;c1;[li:k];verb
lean;b2;[li:n];verb
leap;c1;[li:p];noun
leap;c1;[li:p];verb
learn;a1;[lɜ:n];verb
learning;a2;[ʹlɜ:nıŋ];noun
least;a2;[li:st];adverb
least;a2;[li:st];determiner
least;a2;[li:st];pronoun
leather;b1;[ʹleðə];noun
leave;b2;[li:v];noun
leave;a1;[li:v];verb
lecture;a2;[ʹlektʃə];noun
lecture;a2;[ʹlektʃə];verb
left;a1;[left];adjective
left;a1;[left];adverb
left;a1;[left];noun
leg;a1;[leg];noun
legacy;c1;[ʹlegəsı];noun
legal;b1;[ʹli:g(ə)l];adjective
legend;b2;[ʹledʒ(ə)nd];noun
legendary;c1;[ʹledʒ(ə)nd(ə)rı];adjective
legislation;c1;[͵ledʒısʹleıʃ(ə)n];noun
legislative;c1;[ʹledʒıslətıv];adjective
legislature;c1;[ʹledʒısleıtʃə];noun
legitimate;c1;[lıʹdʒıtımıt];adjective
leisure;b1;[ʹleʒə];noun
lemon;a2;[ʹlemən];noun
lend;a2;[lend];verb
length;b1;[leŋθ];noun
lengthy;c1;[ʹleŋθı];adjective
lens;b2;[lenz];noun
lesbian;c1;[ʹlezbıən];adjective
less;a2;[les];adverb
less;a2;[les];determiner
less;a2;[les];pronoun
lesser;c1;[ʹlesə];adjective
lesson;a1;[ʹles(ə)n];noun
let;a1;[let];verb
lethal;c1;[ʹli:θ(ə)l];adjective
letter;a1;[ʹletə];noun
level;b1;[ʹlev(ə)l];adjective
level;a2;[ʹlev(ə)l];noun
level;b2;[ʹlev(ə)l];verb
liable;c1;[ʹlaıəb(ə)l];adjective
liberal;c1;[ʹlıb(ə)rəl];adjective
liberal;c1;[ʹlıb(ə)rəl];noun
liberation;c1;[͵lıbəʹreıʃ(ə)n];noun
liberty;c1;[ʹlıbətı];noun
library;a1;[ʹlaıbr(ə)rı];noun
licence;b2;[ʹlaıs(ə)ns];noun
license;c1;[ʹlaıs(ə)ns];verb
lie;b1;[laı];noun
lie;a1;[laı];verb
lie;b1;[laı];verb
life;a1;[laıf];noun
lifelong;c1;[ʹlaıflɒŋ];adjective
lifestyle;a2;[ʹlaıfstaıl];noun
lifetime;b2;[ʹlaıftaım];noun
lift;a2;[lıft];noun
lift;a2;[lıft];verb
light;a1;[laıt];adjective
light;a1;[laıt];noun
light;a2;[laıt];verb
lighting;b2;[ʹlaıtıŋ];noun
like;b1;[laık];noun
like;a1;[laık];preposition
like;a1;[laık];verb
likelihood;c1;[ʹlaıklıhʋd];noun
likely;a2;[ʹlaıklı];adjective
likewise;b2;[ʹlaıkwaız];adverb
limb;c1;[lım];noun
limit;b1;[ʹlımıt];noun
limit;b1;[ʹlımıt];verb
limitation;b2;[͵lımıʹteıʃ(ə)n];noun
limited;b2;[ʹlımıtıd];adjective
line;a1;[laın];noun
line;b2;[laın];verb
line-up;c1;[laın]-[ʌp];noun
linear;c1;[ʹlınıə];adjective
linger;c1;[ʹlıngə];verb
link;a2;[lıŋk];noun
link;a2;[lıŋk];verb
lion;a1;[ʹlaıən];noun
lip;b1;[lıp];noun
liquid;b1;[ʹlıkwıd];adjective
liquid;b1;[ʹlıkwıd];noun
list;a1;[lıst];noun
list;a1;[lıst];verb
listen;a1;[ʹlıs(ə)n];verb
listener;a2;[ʹlıs(ə)nə];noun
listing;c1;[ʹlıstıŋ];noun
literacy;c1;[ʹlıt(ə)rəsı];noun
literally;b2;[ʹlıt(ə)rəlı];adverb
literary;b2;[ʹlıt(ə)rərı];adjective
literature;b1;[ʹlıt(ə)rətʃə];noun
litre;b2;[ʹli:tə];noun
litter;b2;[ʹlıtə];noun
little;a1;[ʹlıtl];adjective
little;a2;[ʹlıtl];adverb
little;a1;[ʹlıtl];determiner
little;a1;[ʹlıtl];pronoun
live;b1;[lıv];adjective
live;b1;[lıv];adverb
live;a1;[lıv];verb
lively;b2;[ʹlaıvlı];adjective
liver;c1;[ʹlıvə];noun
living;b1;[ʹlıvıŋ];adjective
living;b1;[ʹlıvıŋ];noun
load;b2;[ləʋd];noun
load;b2;[ləʋd];verb
loan;b2;[ləʋn];noun
lobby;c1;[ʹlɒbı];noun
lobby;c1;[ʹlɒbı];verb
local;a1;[ʹləʋk(ə)l];adjective
local;b1;[ʹləʋk(ə)l];noun
locate;b1;[ləʋʹkeıt];verb
located;b1;[ləʊʹkeɪtɪd];adjective
location;b1;[ləʋʹkeıʃ(ə)n];noun
lock;a2;[lɒk];noun
lock;a2;[lɒk];verb
log;c1;[lɒg];noun
log;c1;[lɒg];verb
logic;c1;[ʹlɒdʒık];noun
logical;b2;[ʹlɒdʒık(ə)l];adjective
logo;b2;[ʹlɒgəʋ];noun
lonely;b1;[ʹləʋnlı];adjective
long;a1;[lɒŋ];adjective
long;a1;[lɒŋ];adverb
long-standing;c1;[lɒŋ]-[ʹstændıŋ];adjective
long-term;b2;[lɒŋ]-[tɜ:m];adjective
long-term;b2;[lɒŋ]-[tɜ:m];adverb
long-time;c1;[lɒŋ]-[taım];adjective
look;a2;[lʋk];noun
look;a1;[lʋk];verb
loom;c1;[lu:m];verb
loop;c1;[lu:p];noun
loose;b2;[lu:s];adjective
lord;b2;[lɔ:d];noun
lorry;a2;[ʹlɒrı];noun
lose;a1;[lu:z];verb
loss;b1;[lɒs];noun
lost;a2;[lɒst];adjective
lot;a1;[lɒt];adverb
lot;a1;[lɒt];determiner
lot;a1;[lɒt];pronoun
lottery;b2;[ʹlɒt(ə)rı];noun
loud;a2;[laʋd];adjective
loud;a2;[laʋd];adverb
loudly;a2;[ʹlaʋdlı];adverb
love;a1;[lʌv];noun
love;a1;[lʌv];verb
lovely;a2;[ʹlʌvlı];adjective
low;a2;[ləʋ];adjective
low;a2;[ləʋ];adverb
low;b2;[ləʋ];noun
lower;b2;[ʹləʋə];verb
loyal;b2;[ʹlɔıəl];adjective
loyalty;c1;[ʹlɔıəltı];noun
luck;a2;[lʌk];noun
lucky;a2;[ʹlʌkı];adjective
lunch;a1;[lʌntʃ];noun
lung;b2;[lʌŋ];noun
luxury;b1;[ʹlʌkʃ(ə)rı];adjective
luxury;b1;[ʹlʌkʃ(ə)rı];noun
lyric;b2;[ʹlırık];noun
machine;a1;[məʹʃi:n];noun
machinery;c1;[məʹʃi:n(ə)rı];noun
mad;b1;[mæd];adjective
magazine;a1;[͵mægəʹzi:n];noun
magic;b1;[ʹmædʒık];adjective
magic;b1;[ʹmædʒık];noun
magical;c1;[ʹmædʒık(ə)l];adjective
magistrate;c1;[ʹmædʒıstr(e)ıt];noun
magnetic;c1;[mægʹnetık];adjective
magnificent;b2;[mægʹnıfıs(ə)nt];adjective
magnitude;c1;[ʹmægnıtju:d];noun
mail;a2;[meıl];noun
mail;a2;[meıl];verb
main;a1;[meın];adjective
mainland;c1;[ʹmeınlənd];noun
mainly;b1;[ʹmeınlı];adverb
mainstream;c1;[ʹmeınstri:m];adjective
mainstream;c1;[ʹmeınstri:m];noun
maintain;b2;[meınʹteın];verb
maintenance;c1;[ʹmeınt(ə)nəns];noun
major;a2;[ʹmeıdʒə];adjective
major;unknown;[ʹmeıdʒə];noun
majority;b2;[məʹdʒɒrıtı];noun
make;b2;[meık];noun
make;a1;[meık];verb
make-up;b2;[meık]-[ʌp];noun
making;b2;[ʹmeıkıŋ];noun
male;a2;[meıl];adjective
male;a2;[meıl];noun
mall;b1;[mɔ:l];noun
man;a1;[mæn];noun
manage;a2;[ʹmænıdʒ];verb
management;b1;[ʹmænıdʒmənt];noun
manager;a2;[ʹmænıdʒə];noun
mandate;c1;[ʹmændeıt];noun
mandatory;c1;[ʹmændət(ə)rı];adjective
manifest;c1;[ʹmænıfest];verb
manipulate;c1;[məʹnıpjʋleıt];verb
manipulation;c1;[mə͵nıpjʋʹleıʃ(ə)n];noun
manner;a2;[ʹmænə];noun
manufacture;b2;[͵mænjʋʹfæktʃə];verb
manufacturing;b2;[͵mænjʋʹfæktʃ(ə)rıŋ];noun
manuscript;c1;[ʹmænjʋskrıpt];noun
many;a1;[ʹmenı];determiner
many;a1;[ʹmenı];pronoun
map;a1;[mæp];noun
map;b2;[mæp];verb
marathon;b2;[ʹmærəθən];noun
march;a1;[mɑ:tʃ];noun
march;c1;[mɑ:tʃ];noun
march;c1;[mɑ:tʃ];verb
margin;b2;[ʹmɑ:dʒın];noun
marginal;c1;[ʹmɑ:dʒınl];adjective
marine;c1;[məʹri:n];adjective
mark;a2;[mɑ:k];noun
mark;a2;[mɑ:k];verb
marker;b2;[ʹmɑ:kə];noun
market;a1;[ʹmɑ:kıt];noun
market;b1;[ʹmɑ:kıt];verb
marketing;b1;[ʹmɑ:kıtıŋ];noun
marketplace;c1;[ʹmɑ:kıtpleıs];noun
marriage;b1;[ʹmærıdʒ];noun
married;a1;[ʹmærıd];adjective
marry;a2;[ʹmærı];verb
martial;b2;[ʹmɑ:ʃ(ə)l];adjective
mask;c1;[mɑ:sk];noun
mass;b2;[mæs];adjective
mass;b2;[mæs];noun
massacre;c1;[ʹmæsəkə];noun
massive;b2;[ʹmæsıv];adjective
master;b2;[ʹmɑ:stə];noun
master;b2;[ʹmɑ:stə];verb
match;a1;[mætʃ];noun
match;a1;[mætʃ];verb
matching;b2;[ʹmætʃıŋ];adjective
mate;b2;[meıt];noun
mate;b2;[meıt];verb
material;b2;[məʹtı(ə)rıəl];adjective
material;a2;[məʹtı(ə)rıəl];noun
mathematical;c1;[mæθıʹmætık(ə)l];adjective
mathematics;a2;[͵mæθıʹmætıks];noun
maths;a2;[mæθs];noun
matter;a2;[ʹmætə];noun
matter;a2;[ʹmætə];verb
mature;c1;[məʹtʃʋə];adjective
mature;c1;[məʹtʃʋə];verb
maximize;c1;[ʹmæksımaız];verb
maximum;b2;[ʹmæksıməm];adjective
maximum;b2;[ʹmæksıməm];noun
may;a1;[meı];noun
may;a2;[meı];modal verb
maybe;a1;[ʹmeıbı];adverb
mayor;b2;[meə];noun
me;a1;[mi:];pronoun
meal;a1;[mi:l];noun
mean;a1;[mi:n];verb
meaning;a1;[ʹmi:nıŋ];noun
meaningful;c1;[ʹmi:nıŋf(ə)l];adjective
means;b2;[mi:nz];noun
meantime;c1;[ʹmi:n͵taım];noun
meanwhile;b1;[ʹmi:nwaıl];adverb
measure;b1;[ʹmeʒə];noun
measure;b1;[ʹmeʒə];verb
measurement;b2;[ʹmeʒəmənt];noun
meat;a1;[mi:t];noun
mechanic;b2;[mıʹkænık];noun
mechanical;b2;[mıʹkænık(ə)l];adjective
mechanism;b2;[ʹmekənız(ə)m];noun
medal;b2;[medl];noun
media;a2;[ʹmedıə];noun
medical;a2;[ʹmedık(ə)l];adjective
medication;b2;[͵medıʹkeıʃ(ə)n];noun
medicine;a2;[ʹmeds(ə)n];noun
medieval;c1;[͵medıʹi:v(ə)l];adjective
meditation;c1;[ʹmedıʹteıʃ(ə)n];noun
medium;b1;[ʹmi:dıəm];adjective
medium;b2;[ʹmi:dıəm];noun
meet;a1;[mi:t];verb
meeting;a1;[ʹmi:tıŋ];noun
melody;c1;[ʹmelədı];noun
melt;b2;[melt];verb
member;a1;[ʹmembə];noun
membership;b2;[ʹmembəʃıp];noun
memo;c1;[ʹmeməʋ];noun
memoir;c1;[ʹmemwɑ:];noun
memorable;b2;[ʹmem(ə)rəb(ə)l];adjective
memorial;c1;[mıʹmɔ:rıəl];noun
memory;a2;[ʹmem(ə)rı];noun
mental;b1;[mentl];adjective
mention;b1;[ʹmenʃ(ə)n];noun
mention;a2;[ʹmenʃ(ə)n];verb
mentor;c1;[ʹmentə];noun
menu;a1;[ʹmenju:];noun
merchant;c1;[ʹmɜ:tʃ(ə)nt];noun
mercy;c1;[ʹmɜ:sı];noun
mere;c1;[mıə];adjective
merely;c1;[ʹmıəlı];adverb
merge;c1;[mɜ:dʒ];verb
merger;c1;[ʹmɜ:dʒə];noun
merit;c1;[ʹmerıt];noun
mess;b1;[mes];noun
message;a1;[ʹmesıdʒ];noun
metal;a2;[metl];noun
metaphor;b2;[ʹmetəfə];noun
method;a2;[ʹmeθəd];noun
methodology;c1;[͵meθəʹdɒlədʒı];noun
metre;a1;[ʹmi:tə];noun
middle;a2;[mıdl];adjective
middle;a2;[mıdl];noun
midnight;a1;[ʹmıdnaıt];noun
midst;c1;[mıdst];noun
might;a2;[maıt];modal verb
migration;c1;[maıʹgreıʃ(ə)n];noun
mild;b1;[maıld];adjective
mile;a1;[maıl];noun
militant;c1;[ʹmılıt(ə)nt];adjective
militant;c1;[ʹmılıt(ə)nt];noun
military;b2;[ʹmılıt(ə)rı];adjective
military;b2;[ʹmılıt(ə)rı];noun
militia;c1;[mıʹlıʃə];noun
milk;a1;[mılk];noun
mill;c1;[mıl];noun
million;a1;[ʹmıljən];number
mind;a2;[maınd];noun
mind;a2;[maınd];verb
mine;b1;[maın];noun
mine;a2;[maın];pronoun
miner;b2;[ʹmaınə];noun
mineral;b2;[ʹmın(ə)rəl];noun
minimal;c1;[ʹmınım(ə)l];adjective
minimize;c1;[ʹmınımaız];verb
minimum;b2;[ʹmınıməm];adjective
minimum;b2;[ʹmınıməm];noun
mining;c1;[ʹmaınıŋ];noun
minister;b2;[ʹmınıstə];noun
ministry;c1;[ʹmınıstrı];noun
minor;b2;[ʹmaınə];adjective
minority;b2;[maıʹnɒrıtı];noun
minute;c1;[ʹmınıt];adjective
minute;a1;[ʹmınıt];noun
miracle;c1;[ʹmırək(ə)l];noun
mirror;a2;[ʹmırə];noun
miserable;b2;[ʹmız(ə)rəb(ə)l];adjective
misery;c1;[ʹmız(ə)rı];noun
misleading;c1;[mısʹli:dıŋ];adjective
miss;a1;[mıs];verb
missile;c1;[ʹmısaıl];noun
missing;a2;[ʹmısıŋ];adjective
mission;b2;[ʹmıʃ(ə)n];noun
mistake;a1;[mıʹsteık];noun
mistake;b2;[mıʹsteık];verb
mix;b1;[mıks];noun
mix;b1;[mıks];verb
mixed;b2;[mıkst];adjective
mixture;b1;[ʹmıkstʃə];noun
mob;c1;[mɒb];noun
mobile;a2;[ʹməʋbaıl];adjective
mobile;a2;[ʹməʋbaıl];noun
mobility;c1;[məʋʹbılıtı];noun
mobilize;c1;[ʹməʋbılaız];verb
mode;b2;[məʋd];noun
model;a1;[mɒdl];noun
model;b2;[mɒdl];verb
moderate;c1;[ʹmɒd(ə)rıt];adjective
modern;a1;[mɒdn];adjective
modest;b2;[ʹmɒdıst];adjective
modification;c1;[͵mɒdıfıʹkeıʃ(ə)n];noun
modify;b2;[ʹmɒdıfaı];verb
moment;a1;[ʹməʋmənt];noun
momentum;c1;[mə(ʋ)ʹmentəm];noun
monday;a1;[ʹmʌndı];noun
money;a1;[ʹmʌnı];noun
monitor;b2;[ʹmɒnıtə];noun
monitor;b2;[ʹmɒnıtə];verb
monk;c1;[mʌŋk];noun
monkey;a2;[ʹmʌŋkı];noun
monopoly;c1;[məʹnɒp(ə)lı];noun
monster;b2;[ʹmɒnstə];noun
month;a1;[mʌnθ];noun
monthly;b2;[ʹmʌnθlı];adjective
monument;b2;[ʹmɒnjʋmənt];noun
mood;b1;[mu:d];noun
moon;a2;[mu:n];noun
moral;b2;[ʹmɒrəl];adjective
moral;b2;[ʹmɒrəl];noun
morality;c1;[məʹrælıtı];noun
more;a1;[mɔ:];adverb
more;a1;[mɔ:];determiner
more;a1;[mɔ:];pronoun
moreover;b2;[mɔ:ʹrəʋvə];adverb
morning;a1;[ʹmɔ:nıŋ];noun
mortgage;b2;[ʹmɔ:gıdʒ];noun
mosque;b2;[mɒsk];noun
most;a1;[məʋst];adverb
most;a1;[məʋst];determiner
most;a1;[məʋst];pronoun
mostly;a2;[ʹməʋstlı];adverb
mother;a1;[ʹmʌðə];noun
motion;b2;[ʹməʋʃ(ə)n];noun
